Entry	Entry name	Cross-reference (STRING)
Q05193	DYN1_HUMAN	9606.ENSP00000362014;
Q86XF0	DYR2_HUMAN	9606.ENSP00000377768;
O43781	DYRK3_HUMAN	9606.ENSP00000356076;
O75923	DYSF_HUMAN	9606.ENSP00000386881;
Q03001	DYST_HUMAN	9606.ENSP00000307959;
A2CJ06	DYTN_HUMAN	9606.ENSP00000396593;
Q9NVP4	DZAN1_HUMAN	9606.ENSP00000262547;
Q14209	E2F2_HUMAN	9606.ENSP00000355249;
O00716	E2F3_HUMAN	9606.ENSP00000262904;
P19525	E2AK2_HUMAN	9606.ENSP00000233057;
A0AVK6	E2F8_HUMAN	9606.ENSP00000481103;
Q9P2K8	E2AK4_HUMAN	9606.ENSP00000263791;
Q6ZTU2	E400N_HUMAN	9606.ENSP00000374211;
P43003	EAA1_HUMAN	9606.ENSP00000265113;
P43004	EAA2_HUMAN	9606.ENSP00000278379;
P48664	EAA4_HUMAN	9606.ENSP00000221742;
Q96CJ1	EAF2_HUMAN	9606.ENSP00000273668;
Q9HAF1	EAF6_HUMAN	9606.ENSP00000362166;
Q9H0R6	GATA_HUMAN	9606.ENSP00000358042;
Q56P03	EAPP_HUMAN	9606.ENSP00000250454;
Q6P2I7	EBLN2_HUMAN	9606.ENSP00000432104;
Q9BY08	EBPL_HUMAN	9606.ENSP00000242827;
O95905	ECD_HUMAN	9606.ENSP00000401566;
P42892	ECE1_HUMAN	9606.ENSP00000364028;
Q13011	ECH1_HUMAN	9606.ENSP00000221418;
P40939	ECHA_HUMAN	9606.ENSP00000370023;
P55084	ECHB_HUMAN	9606.ENSP00000325136;
Q9NTX5	ECHD1_HUMAN	9606.ENSP00000436585;
Q96DC8	ECHD3_HUMAN	9606.ENSP00000368517;
O75521	ECI2_HUMAN	9606.ENSP00000369461;
Q8N2C3	DEPD4_HUMAN	9606.ENSP00000396234;
O75912	DGKI_HUMAN	9606.ENSP00000288490;
Q53GQ0	DHB12_HUMAN	9606.ENSP00000278353;
Q9UQ10	DHDH_HUMAN	9606.ENSP00000221403;
Q8NCG7	DGLB_HUMAN	9606.ENSP00000297056;
P37058	DHB3_HUMAN	9606.ENSP00000364412;
Q96SL1	DIRC2_HUMAN	9606.ENSP00000261038;
O60879	DIAP2_HUMAN	9606.ENSP00000321348;
Q9NRI5	DISC1_HUMAN	9606.ENSP00000355593;
O94907	DKK1_HUMAN	9606.ENSP00000363081;
Q9Y238	DLEC1_HUMAN	9606.ENSP00000308597;
Q9Y2G8	DJC16_HUMAN	9606.ENSP00000365007;
O14490	DLGP1_HUMAN	9606.ENSP00000316377;
Q86YH6	DLP1_HUMAN	9606.ENSP00000358033;
Q92945	FUBP2_HUMAN	9606.ENSP00000381216;
O60479	DLX3_HUMAN	9606.ENSP00000389870;
Q92988	DLX4_HUMAN	9606.ENSP00000240306;
P56179	DLX6_HUMAN	9606.ENSP00000428480;
P28340	DPOD1_HUMAN	9606.ENSP00000406046;
Q9UHN1	DPOG2_HUMAN	9606.ENSP00000442563;
Q9HCU8	DPOD4_HUMAN	9606.ENSP00000311368;
Q07864	DPOE1_HUMAN	9606.ENSP00000322570;
Q99999	G3ST1_HUMAN	9606.ENSP00000385735;
Q96RP7	G3ST4_HUMAN	9606.ENSP00000353142;
Q8TAE8	G45IP_HUMAN	9606.ENSP00000323065;
P51452	DUS3_HUMAN	9606.ENSP00000226004;
Q6XUX3	DUSTY_HUMAN	9606.ENSP00000356130;
Q9NY12	GAR1_HUMAN	9606.ENSP00000226796;
Q92997	DVL3_HUMAN	9606.ENSP00000316054;
O43854	EDIL3_HUMAN	9606.ENSP00000296591;
Q92611	EDEM1_HUMAN	9606.ENSP00000256497;
Q9BV94	EDEM2_HUMAN	9606.ENSP00000363616;
Q9BZQ6	EDEM3_HUMAN	9606.ENSP00000318147;
Q7L9B9	EEPD1_HUMAN	9606.ENSP00000242108;
A8K855	EFCB7_HUMAN	9606.ENSP00000360129;
A8MWE9	EFCB8_HUMAN	9606.ENSP00000383366;
Q96RP9	EFGM_HUMAN	9606.ENSP00000419038;
P52803	EFNA5_HUMAN	9606.ENSP00000328777;
P98172	EFNB1_HUMAN	9606.ENSP00000204961;
P52799	EFNB2_HUMAN	9606.ENSP00000245323;
P49411	EFTU_HUMAN	9606.ENSP00000322439;
Q63HQ2	EGFLA_HUMAN	9606.ENSP00000346964;
Q9GZT9	EGLN1_HUMAN	9606.ENSP00000355601;
Q06889	EGR3_HUMAN	9606.ENSP00000318057;
Q9H6Z9	EGLN3_HUMAN	9606.ENSP00000250457;
Q9NZC4	EHF_HUMAN	9606.ENSP00000435835;
P18146	EGR1_HUMAN	9606.ENSP00000239938;
P11161	EGR2_HUMAN	9606.ENSP00000242480;
Q9UI10	EI2BD_HUMAN	9606.ENSP00000394869;
Q8N9N8	EIF1A_HUMAN	9606.ENSP00000309175;
Q9BQ39	DDX50_HUMAN	9606.ENSP00000362687;
Q08345	DDR1_HUMAN	9606.ENSP00000427552;
Q8TDD1	DDX54_HUMAN	9606.ENSP00000323858;
Q96HY6	DDRGK_HUMAN	9606.ENSP00000346483;
Q86XP3	DDX42_HUMAN	9606.ENSP00000464050;
Q8IY21	DDX60_HUMAN	9606.ENSP00000377344;
O15263	DFB4A_HUMAN	9606.ENSP00000424598;
O76075	DFFB_HUMAN	9606.ENSP00000339524;
Q9BSY9	DESI2_HUMAN	9606.ENSP00000306528;
Q8NBQ5	DHB11_HUMAN	9606.ENSP00000351035;
Q9Y4D2	DGLA_HUMAN	9606.ENSP00000257215;
P37059	DHB2_HUMAN	9606.ENSP00000199936;
P56937	DHB7_HUMAN	9606.ENSP00000254521;
Q9UBX3	DIC_HUMAN	9606.ENSP00000461324;
Q155Q3	DIXC1_HUMAN	9606.ENSP00000394352;
Q6UWP2	DHR11_HUMAN	9606.ENSP00000482704;
A0PJE2	DHR12_HUMAN	9606.ENSP00000411565;
O00548	DLL1_HUMAN	9606.ENSP00000355718;
O43143	DHX15_HUMAN	9606.ENSP00000336741;
Q9NYJ7	DLL3_HUMAN	9606.ENSP00000205143;
Q12959	DLG1_HUMAN	9606.ENSP00000345731;
Q96AE4	FUBP1_HUMAN	9606.ENSP00000359804;
P09622	DLDH_HUMAN	9606.ENSP00000205402;
Q9NP97	DLRB1_HUMAN	9606.ENSP00000349679;
Q8NFW5	DMBX1_HUMAN	9606.ENSP00000353132;
Q9Y463	DYR1B_HUMAN	9606.ENSP00000469863;
Q86Y13	DZIP3_HUMAN	9606.ENSP00000355028;
Q9HCS5	E41LA_HUMAN	9606.ENSP00000261486;
Q9H329	E41LB_HUMAN	9606.ENSP00000363694;
O43491	E41L2_HUMAN	9606.ENSP00000338481;
O94769	ECM2_HUMAN	9606.ENSP00000344758;
Q16610	ECM1_HUMAN	9606.ENSP00000358045;
Q5VYK3	ECM29_HUMAN	9606.ENSP00000259335;
P12724	ECP_HUMAN	9606.ENSP00000302324;
Q19T08	ECSCR_HUMAN	9606.ENSP00000479243;
Q9BQ95	ECSIT_HUMAN	9606.ENSP00000270517;
Q008S8	ECT2L_HUMAN	9606.ENSP00000442307;
Q9H8V3	ECT2_HUMAN	9606.ENSP00000376457;
Q8WWZ3	EDAD_HUMAN	9606.ENSP00000335076;
O60869	EDF1_HUMAN	9606.ENSP00000224073;
P05305	EDN1_HUMAN	9606.ENSP00000368683;
P20800	EDN2_HUMAN	9606.ENSP00000361668;
P14138	EDN3_HUMAN	9606.ENSP00000337128;
Q3B7T1	EDRF1_HUMAN	9606.ENSP00000349244;
A6NFE3	EFC10_HUMAN	9606.ENSP00000418678;
Q9BUY7	EFC11_HUMAN	9606.ENSP00000326267;
Q9BSW2	EFC4B_HUMAN	9606.ENSP00000409382;
Q96LJ7	DHRS1_HUMAN	9606.ENSP00000288111;
Q9UBP4	DKK3_HUMAN	9606.ENSP00000379762;
O95886	DLGP3_HUMAN	9606.ENSP00000362444;
Q8N4W6	DJC22_HUMAN	9606.ENSP00000446830;
P49366	DHYS_HUMAN	9606.ENSP00000210060;
P56178	DLX5_HUMAN	9606.ENSP00000222598;
Q9Y5R5	DMRT2_HUMAN	9606.ENSP00000371686;
Q09013	DMPK_HUMAN	9606.ENSP00000345997;
Q9UGM3	DMBT1_HUMAN	9606.ENSP00000357905;
O60496	DOK2_HUMAN	9606.ENSP00000276420;
O60353	FZD6_HUMAN	9606.ENSP00000351605;
Q9UPQ8	DOLK_HUMAN	9606.ENSP00000361667;
O75084	FZD7_HUMAN	9606.ENSP00000286201;
Q9Y3R5	DOP2_HUMAN	9606.ENSP00000382104;
Q14393	GAS6_HUMAN	9606.ENSP00000331831;
P15976	GATA1_HUMAN	9606.ENSP00000365858;
P43694	GATA4_HUMAN	9606.ENSP00000334458;
Q8WXX0	DYH7_HUMAN	9606.ENSP00000311273;
Q8NCM8	DYHC2_HUMAN	9606.ENSP00000381167;
Q96DT5	DYH11_HUMAN	9606.ENSP00000475939;
Q9UFH2	DYH17_HUMAN	9606.ENSP00000374490;
Q9NR20	DYRK4_HUMAN	9606.ENSP00000441755;
Q86YF9	DZIP1_HUMAN	9606.ENSP00000257312;
Q9BQI3	E2AK1_HUMAN	9606.ENSP00000199389;
O75461	E2F6_HUMAN	9606.ENSP00000370936;
Q96AV8	E2F7_HUMAN	9606.ENSP00000323246;
Q9Y2J2	E41L3_HUMAN	9606.ENSP00000343158;
Q9HCM4	E41L5_HUMAN	9606.ENSP00000263713;
Q9H4G0	E41L1_HUMAN	9606.ENSP00000337168;
Q66K89	E4F1_HUMAN	9606.ENSP00000301727;
P43005	EAA3_HUMAN	9606.ENSP00000262352;
Q96JC9	EAF1_HUMAN	9606.ENSP00000380054;
P35637	FUS_HUMAN	9606.ENSP00000254108;
O60884	DNJA2_HUMAN	9606.ENSP00000314030;
Q96EY1	DNJA3_HUMAN	9606.ENSP00000262375;
Q8WW22	DNJA4_HUMAN	9606.ENSP00000378324;
Q6P4F1	FUT10_HUMAN	9606.ENSP00000332757;
Q10981	FUT2_HUMAN	9606.ENSP00000387498;
Q96IG2	FXL20_HUMAN	9606.ENSP00000264658;
Q9ULA0	DNPEP_HUMAN	9606.ENSP00000273075;
O43598	DNPH1_HUMAN	9606.ENSP00000230431;
Q9UP38	FZD1_HUMAN	9606.ENSP00000287934;
Q13467	FZD5_HUMAN	9606.ENSP00000354607;
Q7L591	DOK3_HUMAN	9606.ENSP00000349727;
P09884	DPOLA_HUMAN	9606.ENSP00000368349;
O75417	DPOLQ_HUMAN	9606.ENSP00000264233;
P11413	G6PD_HUMAN	9606.ENSP00000377192;
O95479	G6PE_HUMAN	9606.ENSP00000473348;
P06744	G6PI_HUMAN	9606.ENSP00000405573;
Q9Y6X5	ENPP4_HUMAN	9606.ENSP00000318066;
Q09472	EP300_HUMAN	9606.ENSP00000263253;
Q96C92	ENTR1_HUMAN	9606.ENSP00000349929;
O95936	EOMES_HUMAN	9606.ENSP00000388620;
P01588	EPO_HUMAN	9606.ENSP00000252723;
P16422	EPCAM_HUMAN	9606.ENSP00000263735;
Q9UNN8	EPCR_HUMAN	9606.ENSP00000216968;
Q15303	ERBB4_HUMAN	9606.ENSP00000342235;
Q96RT1	ERBIN_HUMAN	9606.ENSP00000426632;
Q2NKX8	ERC6L_HUMAN	9606.ENSP00000334675;
P18074	ERCC2_HUMAN	9606.ENSP00000375809;
Q9HCN4	GPN1_HUMAN	9606.ENSP00000264718;
Q9H9Y4	GPN2_HUMAN	9606.ENSP00000363250;
Q9UHW5	GPN3_HUMAN	9606.ENSP00000442770;
Q14956	GPNMB_HUMAN	9606.ENSP00000371420;
O95571	ETHE1_HUMAN	9606.ENSP00000292147;
P41161	ETV5_HUMAN	9606.ENSP00000306894;
Q8IXQ9	ETKMT_HUMAN	9606.ENSP00000350353;
Q05215	EGR4_HUMAN	9606.ENSP00000445626;
Q96D98	EID2B_HUMAN	9606.ENSP00000317564;
Q8N1C3	GBRG1_HUMAN	9606.ENSP00000295452;
P28476	GBRR2_HUMAN	9606.ENSP00000386029;
P13929	ENOB_HUMAN	9606.ENSP00000324105;
P09104	ENOG_HUMAN	9606.ENSP00000437402;
Q5NDL2	EOGT_HUMAN	9606.ENSP00000373206;
P29322	EPHA8_HUMAN	9606.ENSP00000166244;
O95208	EPN2_HUMAN	9606.ENSP00000320543;
O95925	EPPI_HUMAN	9606.ENSP00000361746;
Q12929	EPS8_HUMAN	9606.ENSP00000281172;
P04626	ERBB2_HUMAN	9606.ENSP00000269571;
P21860	ERBB3_HUMAN	9606.ENSP00000267101;
Q01844	EWS_HUMAN	9606.ENSP00000400142;
Q6ZN32	ETV3L_HUMAN	9606.ENSP00000430271;
Q13868	EXOS2_HUMAN	9606.ENSP00000361433;
P23945	FSHR_HUMAN	9606.ENSP00000384708;
Q16854	DGUOK_HUMAN	9606.ENSP00000264093;
P51659	DHB4_HUMAN	9606.ENSP00000420914;
Q8IY37	DHX37_HUMAN	9606.ENSP00000311135;
Q8TBM8	DJB14_HUMAN	9606.ENSP00000404381;
Q9UNQ2	DIM1_HUMAN	9606.ENSP00000199320;
Q9UBS4	DJB11_HUMAN	9606.ENSP00000414398;
A7MBM2	DISP2_HUMAN	9606.ENSP00000267889;
Q9UK85	DKKL1_HUMAN	9606.ENSP00000221498;
Q9NVM6	DJC17_HUMAN	9606.ENSP00000220496;
Q96MA1	DMRTB_HUMAN	9606.ENSP00000360500;
Q9Y222	DMTF1_HUMAN	9606.ENSP00000378193;
Q96M86	DNHD1_HUMAN	9606.ENSP00000254579;
Q9UF47	DNJ5B_HUMAN	9606.ENSP00000276570;
Q8N7S2	DNJ5G_HUMAN	9606.ENSP00000296097;
P31689	DNJA1_HUMAN	9606.ENSP00000369127;
Q495W5	FUT11_HUMAN	9606.ENSP00000361932;
P19526	FUT1_HUMAN	9606.ENSP00000312021;
P21217	FUT3_HUMAN	9606.ENSP00000305603;
P22083	FUT4_HUMAN	9606.ENSP00000351602;
Q11128	FUT5_HUMAN	9606.ENSP00000466880;
P51993	FUT6_HUMAN	9606.ENSP00000313398;
Q11130	FUT7_HUMAN	9606.ENSP00000318142;
Q9BYC5	FUT8_HUMAN	9606.ENSP00000353910;
Q9Y231	FUT9_HUMAN	9606.ENSP00000302599;
Q96IV6	FXDC2_HUMAN	9606.ENSP00000320604;
Q9NXK8	FXL12_HUMAN	9606.ENSP00000247977;
Q8N1E6	FXL14_HUMAN	9606.ENSP00000344855;
Q9H469	FXL15_HUMAN	9606.ENSP00000224862;
Q8N461	FXL16_HUMAN	9606.ENSP00000380746;
Q9UF56	FXL17_HUMAN	9606.ENSP00000437464;
Q96ME1	FXL18_HUMAN	9606.ENSP00000371805;
Q6PCT2	FXL19_HUMAN	9606.ENSP00000369666;
Q9ULW2	FZD10_HUMAN	9606.ENSP00000229030;
Q14332	FZD2_HUMAN	9606.ENSP00000323901;
Q9NPG1	FZD3_HUMAN	9606.ENSP00000437489;
Q9ULV1	FZD4_HUMAN	9606.ENSP00000434034;
Q99704	DOK1_HUMAN	9606.ENSP00000233668;
Q8TEW6	DOK4_HUMAN	9606.ENSP00000344277;
Q9P104	DOK5_HUMAN	9606.ENSP00000262593;
Q6PKX4	DOK6_HUMAN	9606.ENSP00000372160;
Q18PE1	DOK7_HUMAN	9606.ENSP00000344432;
Q9NYP3	DONS_HUMAN	9606.ENSP00000307143;
Q5JWR5	DOP1_HUMAN	9606.ENSP00000237163;
P56282	DPOE2_HUMAN	9606.ENSP00000216367;
Q14181	DPOA2_HUMAN	9606.ENSP00000265465;
Q9NRF9	DPOE3_HUMAN	9606.ENSP00000363286;
Q5MAI5	CDKL4_HUMAN	9606.ENSP00000368080;
Q8N6W0	CELF5_HUMAN	9606.ENSP00000292672;
P19835	CEL_HUMAN	9606.ENSP00000361151;
Q9BU64	CENPO_HUMAN	9606.ENSP00000370214;
Q16739	CEGT_HUMAN	9606.ENSP00000363397;
Q7Z4R8	CF120_HUMAN	9606.ENSP00000346931;
Q9Y6A4	CFA20_HUMAN	9606.ENSP00000262498;
A5D8W1	CFA69_HUMAN	9606.ENSP00000373948;
P05156	CFAI_HUMAN	9606.ENSP00000378130;
Q6ZQR2	CFA77_HUMAN	9606.ENSP00000343290;
Q6NT52	CGB2_HUMAN	9606.ENSP00000352295;
Q96LL4	CH048_HUMAN	9606.ENSP00000297324;
Q6P047	CH074_HUMAN	9606.ENSP00000307129;
Q96K31	CH076_HUMAN	9606.ENSP00000276704;
Q6P1X6	CH082_HUMAN	9606.ENSP00000436621;
Q8N884	CGAS_HUMAN	9606.ENSP00000359339;
O75153	CLU_HUMAN	9606.ENSP00000458986;
Q8IUQ0	CLVS1_HUMAN	9606.ENSP00000428402;
Q9BQ75	CMS1_HUMAN	9606.ENSP00000410396;
Q4W4Y0	CN028_HUMAN	9606.ENSP00000326846;
Q9H972	CN093_HUMAN	9606.ENSP00000299088;
Q52M58	CN177_HUMAN	9606.ENSP00000321360;
Q8N769	CN178_HUMAN	9606.ENSP00000348145;
Q9Y6Y1	CMTA1_HUMAN	9606.ENSP00000306522;
O94983	CMTA2_HUMAN	9606.ENSP00000412886;
Q9Y281	COF2_HUMAN	9606.ENSP00000298159;
Q96JB2	COG3_HUMAN	9606.ENSP00000258654;
P39060	COIA1_HUMAN	9606.ENSP00000347665;
Q14126	DSG2_HUMAN	9606.ENSP00000261590;
Q9H410	DSN1_HUMAN	9606.ENSP00000389810;
O14548	COX7R_HUMAN	9606.ENSP00000367938;
P10176	COX8A_HUMAN	9606.ENSP00000321260;
Q6PH81	CP087_HUMAN	9606.ENSP00000285697;
Q6UX73	CP089_HUMAN	9606.ENSP00000324672;
Q96LL3	CP092_HUMAN	9606.ENSP00000300575;
Q9H693	CP095_HUMAN	9606.ENSP00000455079;
A6NNT2	CP096_HUMAN	9606.ENSP00000415027;
P05093	CP17A_HUMAN	9606.ENSP00000358903;
Q9UPN4	CP131_HUMAN	9606.ENSP00000393583;
Q6V0L0	CP26C_HUMAN	9606.ENSP00000285949;
P11712	CP2C9_HUMAN	9606.ENSP00000260682;
P08686	CP21A_HUMAN	9606.ENSP00000408860;
P33261	CP2CJ_HUMAN	9606.ENSP00000360372;
Q08477	CP4F3_HUMAN	9606.ENSP00000221307;
Q9HBI6	CP4FB_HUMAN	9606.ENSP00000384588;
Q6NT55	CP4FN_HUMAN	9606.ENSP00000269703;
Q96FN4	CPNE2_HUMAN	9606.ENSP00000290776;
P22792	CPN2_HUMAN	9606.ENSP00000319464;
O95741	CPNE6_HUMAN	9606.ENSP00000440077;
Q86YQ8	CPNE8_HUMAN	9606.ENSP00000329748;
P04632	CPNS1_HUMAN	9606.ENSP00000246533;
Q96SM3	CPXM1_HUMAN	9606.ENSP00000369979;
Q2M2W7	CQ058_HUMAN	9606.ENSP00000402020;
Q0P5P2	CQ067_HUMAN	9606.ENSP00000380959;
Q9BSJ5	CQ080_HUMAN	9606.ENSP00000351937;
A8MV24	CQ098_HUMAN	9606.ENSP00000479396;
Q96MF6	CQ10A_HUMAN	9606.ENSP00000312587;
Q9H3G5	CPVL_HUMAN	9606.ENSP00000387164;
Q96B23	CR025_HUMAN	9606.ENSP00000481626;
P17927	CR1_HUMAN	9606.ENSP00000356016;
P20023	CR2_HUMAN	9606.ENSP00000356024;
P05813	CRBA1_HUMAN	9606.ENSP00000225387;
P53672	CRBA2_HUMAN	9606.ENSP00000295728;
P53673	CRBA4_HUMAN	9606.ENSP00000346805;
P43320	CRBB2_HUMAN	9606.ENSP00000381273;
Q68DQ2	CRBG3_HUMAN	9606.ENSP00000374273;
Q9Y4J8	DTNA_HUMAN	9606.ENSP00000470152;
O60941	DTNB_HUMAN	9606.ENSP00000384084;
Q8N5C7	DTWD1_HUMAN	9606.ENSP00000251250;
Q8NBA8	DTWD2_HUMAN	9606.ENSP00000425048;
Q86Y01	DTX1_HUMAN	9606.ENSP00000257600;
Q8TDB6	DTX3L_HUMAN	9606.ENSP00000296161;
Q8N9I9	DTX3_HUMAN	9606.ENSP00000448696;
Q9Y2E6	DTX4_HUMAN	9606.ENSP00000227451;
P0CJ85	DU4L2_HUMAN	9606.ENSP00000451859;
P0CJ87	DU4L4_HUMAN	9606.ENSP00000451270;
Q9NRD9	DUOX1_HUMAN	9606.ENSP00000317997;
Q68J44	DUPD1_HUMAN	9606.ENSP00000340609;
Q9Y6W6	DUS10_HUMAN	9606.ENSP00000355866;
O75319	DUS11_HUMAN	9606.ENSP00000272444;
Q9UNI6	DUS12_HUMAN	9606.ENSP00000356920;
O95147	DUS14_HUMAN	9606.ENSP00000477653;
Q9H1R2	DUS15_HUMAN	9606.ENSP00000341658;
Q8NEJ0	DUS18_HUMAN	9606.ENSP00000333917;
Q6P1R4	DUS1L_HUMAN	9606.ENSP00000346280;
Q13115	DUS4_HUMAN	9606.ENSP00000240100;
Q96D31	CRCM1_HUMAN	9606.ENSP00000480616;
P23508	CRCM_HUMAN	9606.ENSP00000386227;
Q9UGL9	CRCT1_HUMAN	9606.ENSP00000357779;
Q13202	DUS8_HUMAN	9606.ENSP00000380530;
Q99956	DUS9_HUMAN	9606.ENSP00000345853;
Q9BU40	CRDL1_HUMAN	9606.ENSP00000361112;
O75177	CREST_HUMAN	9606.ENSP00000333012;
P07315	CRGC_HUMAN	9606.ENSP00000282141;
P07320	CRGD_HUMAN	9606.ENSP00000264376;
Q9H336	CRLD1_HUMAN	9606.ENSP00000262207;
Q5IJ48	CRUM2_HUMAN	9606.ENSP00000362734;
Q8TBY9	CF251_HUMAN	9606.ENSP00000288912;
P00746	CFAD_HUMAN	9606.ENSP00000332139;
O15519	CFLAR_HUMAN	9606.ENSP00000312455;
Q8NDM7	CFA43_HUMAN	9606.ENSP00000349568;
Q5T0N1	CFA70_HUMAN	9606.ENSP00000310829;
Q9P209	CEP72_HUMAN	9606.ENSP00000264935;
Q9UFW8	CGBP1_HUMAN	9606.ENSP00000381429;
Q96GE4	CEP95_HUMAN	9606.ENSP00000450461;
Q9Y6K0	CEPT1_HUMAN	9606.ENSP00000441980;
Q99674	CGRE1_HUMAN	9606.ENSP00000385452;
Q8TDX6	CGAT1_HUMAN	9606.ENSP00000411816;
P38432	COIL_HUMAN	9606.ENSP00000240316;
Q07092	COGA1_HUMAN	9606.ENSP00000362776;
Q9BWP8	COL11_HUMAN	9606.ENSP00000411770;
P01189	COLI_HUMAN	9606.ENSP00000384092;
Q9GZQ3	COMD5_HUMAN	9606.ENSP00000394331;
P49747	COMP_HUMAN	9606.ENSP00000222271;
P27487	DPP4_HUMAN	9606.ENSP00000353731;
P42658	DPP6_HUMAN	9606.ENSP00000367001;
Q7L190	DPPA4_HUMAN	9606.ENSP00000335306;
P21964	COMT_HUMAN	9606.ENSP00000354511;
Q86Y22	CONA1_HUMAN	9606.ENSP00000375069;
Q5T2R2	DPS1_HUMAN	9606.ENSP00000365388;
Q17RW2	COOA1_HUMAN	9606.ENSP00000359603;
P53621	COPA_HUMAN	9606.ENSP00000357048;
Q8TB45	DPTOR_HUMAN	9606.ENSP00000286234;
Q9C005	DPY30_HUMAN	9606.ENSP00000345837;
P53618	COPB_HUMAN	9606.ENSP00000249923;
Q14194	DPYL1_HUMAN	9606.ENSP00000321606;
O14531	DPYL4_HUMAN	9606.ENSP00000339850;
Q9BPU6	DPYL5_HUMAN	9606.ENSP00000288699;
O14579	COPE_HUMAN	9606.ENSP00000262812;
Q9UBF2	COPG2_HUMAN	9606.ENSP00000402346;
P01906	DQA2_HUMAN	9606.ENSP00000364076;
P01920	DQB1_HUMAN	9606.ENSP00000364080;
Q6PKH6	DR4L2_HUMAN	9606.ENSP00000334801;
Q9NQ92	COPRS_HUMAN	9606.ENSP00000304327;
Q96MC2	DRC1_HUMAN	9606.ENSP00000288710;
Q8IXS2	DRC2_HUMAN	9606.ENSP00000312706;
P61923	COPZ1_HUMAN	9606.ENSP00000449270;
O95995	DRC4_HUMAN	9606.ENSP00000268699;
P21728	DRD1_HUMAN	9606.ENSP00000377353;
Q5HYK3	COQ5_HUMAN	9606.ENSP00000288532;
P35462	DRD3_HUMAN	9606.ENSP00000373169;
Q8IZC6	CORA1_HUMAN	9606.ENSP00000348385;
Q9UQ03	COR2B_HUMAN	9606.ENSP00000454783;
Q6QEF8	CORO6_HUMAN	9606.ENSP00000344562;
Q16643	DREB_HUMAN	9606.ENSP00000292385;
Q9Y295	DRG1_HUMAN	9606.ENSP00000329715;
P24468	COT2_HUMAN	9606.ENSP00000377721;
A6NNA5	DRGX_HUMAN	9606.ENSP00000363254;
Q14019	COTL1_HUMAN	9606.ENSP00000262428;
Q7KZN9	COX15_HUMAN	9606.ENSP00000016171;
Q9P0S2	COX16_HUMAN	9606.ENSP00000374562;
Q14061	COX17_HUMAN	9606.ENSP00000261070;
Q8N8Q8	COX18_HUMAN	9606.ENSP00000425261;
Q96I36	COX14_HUMAN	9606.ENSP00000446524;
P00414	COX3_HUMAN	9606.ENSP00000354982;
Q9UL01	DSE_HUMAN	9606.ENSP00000332151;
P15954	COX7C_HUMAN	9606.ENSP00000425759;
P55265	DSRAD_HUMAN	9606.ENSP00000357459;
Q96MC5	CP045_HUMAN	9606.ENSP00000300006;
Q6P387	CP046_HUMAN	9606.ENSP00000299578;
Q6UWD8	CP054_HUMAN	9606.ENSP00000327506;
Q14CZ0	CP072_HUMAN	9606.ENSP00000331720;
A8MZG2	CP090_HUMAN	9606.ENSP00000401335;
H3BN30	CP097_HUMAN	9606.ENSP00000454664;
Q66GS9	CP135_HUMAN	9606.ENSP00000257287;
Q9NR63	CP26B_HUMAN	9606.ENSP00000001146;
P04798	CP1A1_HUMAN	9606.ENSP00000369050;
P10632	CP2C8_HUMAN	9606.ENSP00000360317;
Q5TCH4	CP4AM_HUMAN	9606.ENSP00000360958;
Q16543	CDC37_HUMAN	9606.ENSP00000222005;
Q99741	CDC6_HUMAN	9606.ENSP00000209728;
O95400	CD2B2_HUMAN	9606.ENSP00000304903;
Q8IX05	CD302_HUMAN	9606.ENSP00000259053;
P06493	CDK1_HUMAN	9606.ENSP00000378699;
Q9H5V8	CDCP1_HUMAN	9606.ENSP00000296129;
Q00537	CDK17_HUMAN	9606.ENSP00000261211;
Q92772	CDKL2_HUMAN	9606.ENSP00000412365;
P50750	CDK9_HUMAN	9606.ENSP00000362361;
P42771	CDN2A_HUMAN	9606.ENSP00000418915;
P42773	CDN2C_HUMAN	9606.ENSP00000262662;
A4QMS7	CE049_HUMAN	9606.ENSP00000382708;
Q9GZP9	DERL2_HUMAN	9606.ENSP00000158771;
Q96Q80	DERL3_HUMAN	9606.ENSP00000384744;
O60308	CE104_HUMAN	9606.ENSP00000367476;
P49716	CEBPD_HUMAN	9606.ENSP00000386165;
Q7Z7K6	CENPV_HUMAN	9606.ENSP00000299736;
P49454	CENPF_HUMAN	9606.ENSP00000355922;
Q9UHN6	CEIP2_HUMAN	9606.ENSP00000366243;
Q6V702	CF299_HUMAN	9606.ENSP00000425786;
Q7Z5J1	DHI1L_HUMAN	9606.ENSP00000480443;
Q9BRQ4	CF300_HUMAN	9606.ENSP00000414390;
P28845	DHI1_HUMAN	9606.ENSP00000355995;
B2RV13	CF97D_HUMAN	9606.ENSP00000415662;
Q8N5B7	CERS5_HUMAN	9606.ENSP00000325485;
Q7Z4T9	CFA91_HUMAN	9606.ENSP00000273390;
P13569	CFTR_HUMAN	9606.ENSP00000003084;
P32929	CGL_HUMAN	9606.ENSP00000359976;
Q9H7E9	CH033_HUMAN	9606.ENSP00000330361;
Q8WTW3	COG1_HUMAN	9606.ENSP00000299886;
Q14746	COG2_HUMAN	9606.ENSP00000355629;
Q9H9E3	COG4_HUMAN	9606.ENSP00000315775;
Q9UP83	COG5_HUMAN	9606.ENSP00000297135;
Q9Y6Z7	COL10_HUMAN	9606.ENSP00000332723;
